Ticket id,Interaction id,Interaction date,Mailbox,x_ts,x_ic,Innso TYPOLOGY_TICKET ,y1,y2,y3,y4
22819,64310,44805.52083,support.eu@Company.com,can the order.,when try to do this is tells me that the account is invalid or unsupported this is quite frustrating in order to cancel p dire debit please advise get outlook for android from sent am to subject can el order for your patience after an investigation we have found that the purchase was made for cloud subscription active on account linked to we suggest you login using your phone numbe go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable the desktop site from the side menu bar so you will be able to see the payment and purchases window we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandra se is the provider of company mobile services to company and honor device owners in to can el order for your email have been able to follow your instructions to subscriptions password free payments but there is no remove button nothing comes on the screen to click on please advise further kind regards welsh get outlook for android from sent am to subject can el order we truly apologize for any misunderstanding in our previous interactions regarding your request to cancel an order subscription will gladly walk you through the process on how to cancel any payment subscription on your account since we do not have the necessary permission to cancel on behalf of our users go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable the desktop site from the side menu bar so you will be able to see the payment and purchases window if you have any further issues cancelling it or any other questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to can el order regarding my recent enquiry about cancelling my order don know how to get sky tone am not familiar with this would appreciate more support in this matter kind regards welsh get outlook for android from sent am to subject can el order we hope you re doing well this email is regarding your concern about canceling your order worry will do my best to solve your problem you can cancel an order that has not been activated or expired by going to skytone me order available touch the order you want to cancel and touch cancel order the payment amount will be refunded you can cancel an order that has been activated or expired if you don succeed please come back with an email and will transfer your case to our internal team we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely silvia se is the provider of company mobile services to company and honor device owners in to can el order would like to cancel the order above please can you let me know what need to do kind regards welsh get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22819,64431,44805.66319,support.eu@Company.com,can the order.,for your patience m really sorry for all this inconvenience that you have passed through am glad to announce you that we have issued refund for the last payment and with the refund your subscription will be automatically canceled so no more charges will be made in the future you will have the possibility to se the refund within working days in your bank account we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandra se is the provider of company mobile services to company and honor device owners in to can el order when try to do this is tells me that the account is invalid or unsupported this is quite frustrating in order to cancel p dire debit please advise get outlook for android from sent am to subject can el order for your patience after an investigation we have found that the purchase was made for cloud subscription active on account linked to we suggest you login using your phone numbe go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable the desktop site from the side menu bar so you will be able to see the payment and purchases window we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandra se is the provider of company mobile services to company and honor device owners in to can el order for your email have been able to follow your instructions to subscriptions password free payments but there is no remove button nothing comes on the screen to click on please advise further kind regards welsh get outlook for android from sent am to subject can el order we truly apologize for any misunderstanding in our previous interactions regarding your request to cancel an order subscription will gladly walk you through the process on how to cancel any payment subscription on your account since we do not have the necessary permission to cancel on behalf of our users go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable the desktop site from the side menu bar so you will be able to see the payment and purchases window if you have any further issues cancelling it or any other questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to can el order regarding my recent enquiry about cancelling my order don know how to get sky tone am not familiar with this would appreciate more support in this matter kind regards welsh get outlook for android from sent am to subject can el order we hope you re doing well this email is regarding your concern about canceling your order worry will do my best to solve your problem you can cancel an order that has not been activated or expired by going to skytone me order available touch the order you want to cancel and touch cancel order the payment amount will be refunded you can cancel an order that has been activated or expired if you don succeed please come back with an email and will transfer your case to our internal team we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely silvia se is the provider of company mobile services to company and honor device owners in to can el order would like to cancel the order above please can you let me know what need to do kind regards welsh get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22819,64453,44805.69028,support.eu@Company.com,can the order.,get outlook for android from sent pm to subject can el order for your patience m really sorry for all this inconvenience that you have passed through am glad to announce you that we have issued refund for the last payment and with the refund your subscription will be automatically canceled so no more charges will be made in the future you will have the possibility to se the refund within working days in your bank account we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandra se is the provider of company mobile services to company and honor device owners in to can el order when try to do this is tells me that the account is invalid or unsupported this is quite frustrating in order to cancel p dire debit please advise get outlook for android from sent am to subject can el order for your patience after an investigation we have found that the purchase was made for cloud subscription active on account linked to we suggest you login using your phone numbe go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable the desktop site from the side menu bar so you will be able to see the payment and purchases window we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandra se is the provider of company mobile services to company and honor device owners in to can el order for your email have been able to follow your instructions to subscriptions password free payments but there is no remove button nothing comes on the screen to click on please advise further kind regards welsh get outlook for android from sent am to subject can el order we truly apologize for any misunderstanding in our previous interactions regarding your request to cancel an order subscription will gladly walk you through the process on how to cancel any payment subscription on your account since we do not have the necessary permission to cancel on behalf of our users go to https id cloud company com cas portal login html log in account center payment and purchases subscriptions password free payments and click remove if you will access our online portal through your phone browser please enable the desktop site from the side menu bar so you will be able to see the payment and purchases window if you have any further issues cancelling it or any other questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely cristiana se is the provider of company mobile services to company and honor device owners in to can el order regarding my recent enquiry about cancelling my order don know how to get sky tone am not familiar with this would appreciate more support in this matter kind regards welsh get outlook for android from sent am to subject can el order we hope you re doing well this email is regarding your concern about canceling your order worry will do my best to solve your problem you can cancel an order that has not been activated or expired by going to skytone me order available touch the order you want to cancel and touch cancel order the payment amount will be refunded you can cancel an order that has been activated or expired if you don succeed please come back with an email and will transfer your case to our internal team we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely silvia se is the provider of company mobile services to company and honor device owners in to can el order would like to cancel the order above please can you let me know what need to do kind regards welsh get outlook for android,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22635,64442,44805.67569,support.eu@Company.com,c,would like to follow up to your case raised on you have stated that you would like to cancel your subscription unfortunately we are not allowed to delete accounts and subscriptions on behalf of our customers due to privacy policy however you can unsubscribe at any time following these steps from your computer access the official website login to https id cloud company com cas portal login html and go to account security payment and purchases subscriptions password free payments and touch remove please note that if you access the website from your phone you must enable desktop version for the payment and purchases tab to show up if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account starting from the next month if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandra se is the provider of company mobile services to company and honor device owners in to i don have this phone anymore can cancel my payments please sent from my iphone on at wrote would be more than happy to assist you with your inquiry in order to give you the best solution could you please clarify your request with following information your company id problem details when did the problem occur company id registration country settings company id settings about screenshot of the issue hms company mobile services go to settings company id settings about company cloud version settings company id cloud settings about emui version settings company id settings about and we will be glad to help you anytime for your understanding sincerely alexia se is the provider of company mobile services to company and honor device owners in to sent from my iphone,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22607,64288,44805.48889,support.it@Company.com,company support issue submit,grazie per la vostra pazienza le confermiamo che sono state rilevate alcune attivit sospette la informiamo che abbiamo rimborsato eurox ricever il denaro sul suo conto corrente entro giorni lavorativi la preghiamo di contattare la banca emittente per ulteriore assistenza ci dispiace che abbiate dovuto affrontare questa spiacevole situazione per ulteriori domande non esiti rispondere questa mail saremo lieti di aiutarla risolvere suoi dubbi inoltre apprezzeremmo molto il suo feedback in merito al nostro scambio di mail in quanto abbiamo bisogno del suo contributo per continuare migliorare il nostro servizio pertanto vi invitiamo compilare il sondaggio che presto ricever all indirizzo mail dal quale ci ha contatto cordiali saluti il tuo team ad company se una societ costituita secondo le leggi irlandesi con sede dublino irlanda se il fornitore di servizi mobili company per proprietari di dispositivi company honor in europa canada australia nuova zelanda altri paesi to support issue submit inviato da libero mail per android luned agosto pm da grazie per averci contattato non siamo riusciti trovare questi pagamenti nel nostro sistema siccome non sono collegati all account company id michele libero potrebbe confer che gli importi sono stati addebitati da nello screenshot non siamo in grado di vederlo se stato addebitato da la preghiamo di cliccare su uno di questi pagamenti per vedere dettagli ad esempio ora esatta il numero della transazione ecc ci scusiamo per disagi che questo processo pu causare in caso di ulteriori domande non esiti contattarci rispondendo questa mail cordiali saluti il tuo team ad company se una societ costituita secondo le leggi irlandesi con sede dublino irlanda se il fornitore di servizi mobili company per proprietari di dispositivi company honor in europa canada australia nuova zelanda altri paesi to support issue submit the last number of my card inviato da libero mail per android luned agosto am da we hope you re doing well this email is regarding your concern about the unknown charges ll be more than happy to assist you with your inquiry and will do my absolute best to help the charges you received are likely to be related to company service or subscription you have signed up for judging by the price this is likely company cloud subscription if you would like to cancel your subscription please follow the guideline below from your company phone settings account center payment and purchases subscriptions and tap the service you wish to cancel the subscription for from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please be aware that if you access the online portal with your phone you should first activate the desktop version of the browser if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely se is the provider of company mobile services to company and honor device owners in to support issue submit product in app purchase requests unusual activity or unauthorised charges contact full name carpini phone numbe contact email address company id account hw michele libero it sum of the issue have seen on my card bill charge of for times wothout authorization home news events products partners support copyright se,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
22578,64275,44805.46944,support.it@Company.com,pagamenti,in this case we will be able to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity to provide you with the opportunity,In-App Purchase / Unauthorised charges- bank account,In-App Purchase ,Problem/Fault,Payment issue,Risk Control
22576,64283,44805.48125,support.it@Company.com,tagged: refund,this is not the case but it is not the case and it is not the case and it is not the case and it is not the case and it is not the case and it is not the case and it is not the case and it is not the case and it is not the case and it is not the case,In-App Purchase / Unauthorised charges- bank account,In-App Purchase ,Problem/Fault,Payment issue,Risk Control
22576,64449,44805.68611,support.it@Company.com,rimborso,this is not the case but the case is not the case and the case is not the case and the case is not the case and the case is not the case and the case is not the case and the case is not the case and the case is not the case,In-App Purchase / Unauthorised charges- bank account,In-App Purchase ,Problem/Fault,Payment issue,Risk Control
22576,64455,44805.69236,support.it@Company.com,tagged: refund,this is the first time that we will be able to do so and we will be able to do so and we will be able to do so and we will be able to do so and we will be able to do so and we will be able to do so and we will be able to do so and we will be able to do so and we will be able to do so and we will be able to do so,In-App Purchase / Unauthorised charges- bank account,In-App Purchase ,Problem/Fault,Payment issue,Risk Control
22508,64520,44805.81319,support.eu@Company.com,company support issue submit,you have stated that insert the issue of the tickets to proceed with the investigation would you please provide us with the following information your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se if we do not hear from you within hours we will close this ticket once the ticket is closed we will need to file new ticket to receive further assistance which cause delays in resolving the issue for your understanding if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandru se is the provider of company mobile services to company and honor device owners in to support issue submit we hope you re doing well understand your problem and understand the situation you are in but in order to verify your subscription need the following information your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se as soon as you send me the necessary information will start the process of escalating your case to our internal team for review if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely silvia se is the provider of company mobile services to company and honor device owners in to support issue submit dont have subsciptions on any account thats why asking you to chek because dont see anywhere any purchases when log in please if can remove card from system or something similar leme know when get more info tnx lot on wrote we hope you re doing well this email is regarding your concern about canceling your unknown subscription the charges are likely to be related to company subscription you have if you are being charged for subscription it means you have subscribed to it in the past or you have signed up for free trial that you forgot to deactivate in our system you appear as the owner of an active company id hwid e ar connected to your email address you are most likely being charged for an active subscription you have on that company id unfortunately we do not have the necessary permission to cancel subscriptions on behalf of our users due to privacy concerns will provide you with the cancellation steps but if you run into any issues while following them you will also find below what information we require from you to be able to investigate please follow the next guideline to solve your issue from your company phone settings account center payment and purchases subscriptions and tap the service you wish to cancel the subscription for from your computer access the official website login to https id cloud company com cas portal login html and go to payment and purchases subscriptions password free payments and touch remove please note that if you access the website from your phone you must enable desktop version for the payment and purchases tab to show up if the subscription disappears from your account it indicates that it has been canceled successfully once canceled no deduction will be made from your account from the following month onward if you need further assistance please provide us the following information to investigate your account and provide more information around the subscription your company id phone number include country code email address your request g cancel company cloud subscription cancel company music subscription cancel company video subscription proof of transactions if the payment was made with your bank card copy of your bank statement showing the charges from se and the last digits of your bank card if the payment was made with your paypal screenshot of payment with transaction invoice number available if the payment was made with your phone the phone number get charged screenshot of phone bill showing the charges from se we would greatly appreciate your feedback regarding our email exchange as we need your input to keep improving our service therefore we invite you to fill in the survey that will soon arrive on the email address you used to contact us if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely silvia se is the provider of company mobile services to company and honor device owners in day to support issue submit product cloud requests refund request contact full name ervin residbegovic contact email address company id account sum of the issue please stop charging some company service with my card am debited every month but cant see on what account its attached my card is visa numbe thank home news events products partners support copyright se,In-App Purchase / Cancel /terminate subscription,In-App Purchase ,Suggestion,Payment,Subscription cancellation
